sample	libsize_75percent
SRR1073631.all	199668.0
SRR1073655.all	235937.0
SRR1073679.all	215577.0
SRR1073705.all	175843.0
SRR1073731.all	254275.0
SRR1073755.all	226138.0
SRR1073775.all	218585.0
SRR1073878.all	251447.0
SRR1073923.all	225448.0
SRR1073947.all	278930.0
SRR1073971.all	199316.0
SRR1073991.all	146945.0
SRR1074017.all	233954.0
SRR1074041.all	342012.0
SRR1074066.all	115068.0
SRR1074090.all	91922.0
SRR1074116.all	360531.0
SRR1074140.all	246851.0
SRR1074164.all	320125.0
SRR1074189.all	289336.0
SRR1074214.all	313714.0
SRR1074239.all	276419.0
SRR1074263.all	166280.0
SRR1074289.all	322875.0
SRR1074314.all	213534.0
SRR1074337.all	228147.0
SRR1074359.all	140093.0
SRR1074385.all	181292.0
SRR1074410.all	265444.0
SRR1074430.all	232718.0
SRR1074450.all	215381.0
SRR1074474.all	283559.0
SRR1074478.all	197499.0
SRR1074502.all	184541.0
SRR1074526.all	206193.0
SRR1074550.all	258315.0
SRR1074578.all	255026.0
SRR1074602.all	169667.0
SRR1074622.all	244653.0
SRR1074646.all	164930.0
SRR1074670.all	199659.0
SRR1074694.all	377621.0
SRR1074719.all	224394.0
SRR1074744.all	338532.0
SRR1074769.all	240061.0
SRR1074790.all	317135.0
SRR1074815.all	215918.0
SRR1074839.all	199983.0
SRR1074860.all	197541.0
SRR1074884.all	321668.0
SRR1074909.all	424624.0
SRR1074934.all	283461.0
SRR1074956.all	238771.0
SRR1074980.all	202104.0
SRR1075004.all	238439.0
SRR1075028.all	262029.0
SRR1075054.all	239887.0
SRR1075078.all	275980.0
SRR1075102.all	191824.0
SRR1075126.all	230227.0
SRR1075150.all	182079.0
SRR1075174.all	119528.0
SRR1075198.all	279496.0
SRR1075223.all	175432.0
SRR1075247.all	185375.0
SRR1075273.all	217028.0
SRR1075294.all	280850.0
SRR1075314.all	278021.0
SRR1075336.all	162156.0
SRR1075360.all	268063.0
SRR1075384.all	196726.0
SRR1075408.all	287401.0
SRR1075433.all	251111.0
SRR1075458.all	238609.0
SRR1075484.all	280979.0
SRR1075505.all	331400.0
SRR1075530.all	369244.0
SRR1075555.all	213993.0
SRR1075579.all	219366.0
SRR1075603.all	419407.0
SRR1075607.all	410488.0
SRR1075631.all	184624.0
SRR1075659.all	181237.0
SRR1075683.all	258297.0
SRR1075707.all	252525.0
SRR1075729.all	207491.0
SRR1075752.all	252260.0
SRR1075778.all	307018.0
SRR1075804.all	115926.0
SRR1075825.all	354728.0
SRR1075850.all	219267.0
SRR1075874.all	224446.0
SRR1075898.all	251614.0
SRR1075923.all	183999.0
SRR1075947.all	220984.0
SRR1075971.all	203402.0
SRR1075997.all	283407.0
SRR1076022.all	173364.0
SRR1076046.all	285292.0
SRR1076072.all	194063.0
SRR1076096.all	220379.0
SRR1076120.all	359062.0
SRR1076144.all	245577.0
SRR1076170.all	344505.0
SRR1076195.all	231750.0
SRR1076219.all	300200.0
SRR1076244.all	108523.0
SRR1076268.all	216466.0
SRR1076292.all	284135.0
SRR1076317.all	349613.0
SRR1076343.all	255354.0
SRR1076369.all	277480.0
SRR1076393.all	178564.0
SRR1076417.all	154924.0
SRR1076441.all	271472.0
SRR1076465.all	266193.0
SRR1076490.all	300709.0
SRR1076511.all	178409.0
SRR1076535.all	245703.0
SRR1076559.all	310962.0
SRR1076584.all	242284.0
SRR1076608.all	316466.0
SRR1076632.all	301511.0
SRR1076657.all	247800.0
SRR1076681.all	193457.0
SRR1076705.all	180511.0
SRR1076729.all	193170.0
SRR1076753.all	204790.0
SRR1076779.all	135320.0
SRR1076801.all	217229.0
SRR1076823.all	207061.0
SRR1076847.all	37278.0
SRR1076868.all	158373.0
SRR1076892.all	271597.0
SRR1076916.all	232174.0
SRR1076940.all	182229.0
SRR1076964.all	176017.0
SRR1076990.all	204337.0
SRR1077038.all	276033.0
SRR1077066.all	236669.0
SRR1077090.all	248243.0
SRR1077115.all	178628.0
SRR1077139.all	279224.0
SRR1077159.all	357948.0
SRR1077183.all	242053.0
SRR1077211.all	271185.0
SRR1077239.all	248587.0
SRR1077263.all	234928.0
SRR1077288.all	181085.0
SRR1077310.all	183968.0
SRR1077334.all	273205.0
SRR1077356.all	226104.0
SRR1077380.all	289855.0
SRR1077405.all	74718.0
SRR1077429.all	230709.0
SRR1077455.all	249522.0
SRR1077479.all	189913.0
SRR1077503.all	117395.0
SRR1077528.all	149091.0
SRR1077549.all	244824.0
SRR1077575.all	254113.0
SRR1077599.all	241547.0
SRR1077619.all	224578.0
SRR1077643.all	202478.0
SRR1077667.all	173962.0
SRR1077687.all	180773.0
SRR1077708.all	219582.0
SRR1077728.all	300619.0
SRR1077753.all	292649.0
SRR1077781.all	197573.0
SRR1077805.all	165375.0
SRR1077826.all	298250.0
SRR1077850.all	209227.0
SRR1077874.all	247166.0
SRR1077898.all	266283.0
SRR1077920.all	268241.0
SRR1077944.all	220571.0
SRR1077968.all	220714.0
SRR1077992.all	365304.0
SRR1077996.all	258852.0
SRR1078020.all	288158.0
SRR1078042.all	215728.0
SRR1078066.all	122927.0
SRR1078090.all	133059.0
SRR1078114.all	215211.0
SRR1078140.all	217670.0
SRR1078164.all	273602.0
SRR1078188.all	267597.0
SRR1078212.all	247664.0
SRR1078234.all	256796.0
SRR1078258.all	238569.0
SRR1078278.all	279007.0
SRR1078299.all	275092.0
SRR1078323.all	243451.0
SRR1078347.all	162725.0
SRR1078368.all	411818.0
SRR1078392.all	343321.0
SRR1078417.all	204147.0
SRR1078439.all	257502.0
SRR1078465.all	274286.0
SRR1078489.all	264830.0
SRR1078514.all	179371.0
SRR1078538.all	191094.0
SRR1078562.all	244812.0
SRR1078586.all	214402.0
SRR1078612.all	376606.0
SRR1078636.all	263420.0
SRR1078660.all	223869.0
SRR1078684.all	268382.0
SRR1078709.all	201290.0
SRR1078735.all	196381.0
SRR1078759.all	174878.0
SRR1078783.all	224628.0
SRR1078809.all	234137.0
SRR1078834.all	179944.0
SRR1078855.all	201983.0
SRR1078879.all	259149.0
SRR1078903.all	189962.0
SRR1078924.all	302269.0
SRR1078948.all	213902.0
SRR1078972.all	227880.0
SRR1078998.all	346688.0
SRR1079023.all	227762.0
SRR1079046.all	269007.0
SRR1079070.all	210956.0
SRR1079094.all	199153.0
SRR1079118.all	311776.0
SRR1079143.all	236800.0
SRR1079168.all	115714.0
SRR1079189.all	270830.0
SRR1079213.all	317696.0
SRR1079237.all	254928.0
SRR1079259.all	120222.0
SRR1079281.all	181644.0
SRR1079306.all	258597.0
SRR1079330.all	299645.0
SRR1079356.all	238141.0
SRR1079380.all	203399.0
SRR1079404.all	406265.0
SRR1079408.all	334374.0
SRR1079434.all	211956.0
SRR1079455.all	458778.0
SRR1079480.all	266536.0
SRR1079502.all	221228.0
SRR1079522.all	198175.0
SRR1079543.all	158780.0
SRR1079567.all	222026.0
SRR1079591.all	180640.0
SRR1079612.all	257715.0
SRR1079636.all	260393.0
SRR1079660.all	117467.0
SRR1079686.all	217409.0
SRR1079706.all	225944.0
SRR1079730.all	181990.0
SRR1079754.all	117579.0
SRR1079782.all	245564.0
SRR1079806.all	192221.0
SRR1079830.all	264638.0
SRR1079850.all	251407.0
SRR1079874.all	178767.0
SRR1079900.all	125919.0
SRR1079924.all	259268.0
SRR1079948.all	366985.0
SRR1079973.all	292595.0
SRR1079998.all	255404.0
SRR1080022.all	285343.0
SRR1080044.all	406268.0
SRR1080048.all	256534.0
SRR1080072.all	200307.0
SRR1080093.all	222636.0
SRR1080117.all	123607.0
SRR1080143.all	212230.0
SRR1080148.all	249368.0
SRR1080172.all	207426.0
SRR1080196.all	205976.0
SRR1080222.all	236375.0
SRR1080246.all	182620.0
SRR1080270.all	273439.0
SRR1080294.all	200259.0
SRR1080318.all	244284.0
SRR1080342.all	217311.0
SRR1080366.all	331749.0
SRR1080391.all	193492.0
SRR1080415.all	112161.0
SRR1080438.all	156852.0
SRR1080459.all	280856.0
SRR1080484.all	329017.0
SRR1080509.all	331446.0
SRR1080534.all	204394.0
SRR1080560.all	272485.0
SRR1080580.all	250834.0
SRR1080600.all	202683.0
SRR1080624.all	120472.0
SRR1080648.all	143830.0
SRR1080672.all	175537.0
SRR1080696.all	285390.0
SRR1080720.all	219561.0
SRR1080742.all	296291.0
SRR1080766.all	189341.0
SRR1080790.all	205420.0
SRR1080811.all	338383.0
SRR1080835.all	234294.0
SRR1080859.all	252334.0
SRR1080879.all	166985.0
SRR1080903.all	233970.0
SRR1080927.all	278291.0
SRR1080951.all	166685.0
SRR1080977.all	65087.0
SRR1080998.all	120021.0
SRR1081023.all	207159.0
SRR1081044.all	146583.0
SRR1081068.all	222801.0
SRR1081092.all	194498.0
SRR1081116.all	201574.0
SRR1081137.all	257818.0
SRR1081160.all	209031.0
SRR1081184.all	131355.0
SRR1081209.all	167732.0
SRR1081235.all	226287.0
SRR1081283.all	332820.0
SRR1081308.all	255929.0
SRR1081332.all	187338.0
SRR1081357.all	206710.0
SRR1081381.all	167655.0
SRR1081401.all	257745.0
SRR1081425.all	156894.0
SRR1081449.all	323959.0
SRR1081473.all	228382.0
SRR1081493.all	207883.0
SRR1081519.all	234657.0
SRR1081543.all	181819.0
SRR1081567.all	239432.0
SRR1081589.all	337837.0
SRR1081614.all	343230.0
SRR1081639.all	210971.0
SRR1081663.all	471861.0
SRR1081688.all	252738.0
SRR1081712.all	49106.0
SRR1081717.all	192525.0
SRR1081741.all	267255.0
SRR1081765.all	225554.0
SRR1081789.all	290781.0
SRR1081813.all	268851.0
SRR1081838.all	306275.0
SRR1081864.all	275859.0
SRR1081886.all	268350.0
SRR1081910.all	322769.0
SRR1081935.all	182722.0
SRR1081961.all	326136.0
SRR1081987.all	325111.0
SRR1082011.all	203225.0
SRR1082035.all	225291.0
SRR1082059.all	264078.0
SRR1082080.all	93110.0
SRR1082104.all	234983.0
SRR1082128.all	252151.0
SRR1082151.all	165553.0
SRR1082173.all	257941.0
SRR1082197.all	269190.0
SRR1082217.all	251610.0
SRR1082238.all	255782.0
SRR1082262.all	220900.0
SRR1082283.all	196577.0
SRR1082307.all	278355.0
SRR1082328.all	215212.0
SRR1082352.all	224504.0
SRR1082376.all	357509.0
SRR1082401.all	234112.0
SRR1082423.all	294253.0
SRR1082447.all	241806.0
SRR1082471.all	316723.0
SRR1082496.all	259111.0
SRR1082520.all	250077.0
SRR1082544.all	95903.0
SRR1082568.all	203598.0
SRR1082592.all	253868.0
SRR1082616.all	264598.0
SRR1082640.all	276928.0
SRR1082664.all	232724.0
SRR1082685.all	276944.0
SRR1082709.all	265220.0
SRR1082733.all	199518.0
SRR1082759.all	148217.0
SRR1082784.all	262505.0
SRR1082809.all	307490.0
SRR1082833.all	224672.0
SRR1082859.all	258341.0
SRR1082883.all	272211.0
SRR1082909.all	265414.0
SRR1082933.all	148194.0
SRR1082957.all	223546.0
SRR1082981.all	242526.0
SRR1083005.all	193337.0
SRR1083031.all	262179.0
SRR1083052.all	268329.0
SRR1083076.all	198067.0
SRR1083100.all	279294.0
SRR1083125.all	244597.0
SRR1083149.all	137750.0
SRR1083171.all	236133.0
SRR1083191.all	230202.0
SRR1083215.all	238317.0
SRR1083237.all	324864.0
SRR1083262.all	153262.0
SRR1083286.all	208980.0
SRR1083311.all	325458.0
SRR1083337.all	244984.0
SRR1083360.all	178465.0
SRR1083384.all	260399.0
SRR1083408.all	150135.0
SRR1083432.all	88082.0
SRR1083456.all	210686.0
SRR1083480.all	178156.0
SRR1083504.all	159056.0
SRR1083530.all	199878.0
SRR1083554.all	379257.0
SRR1083579.all	300729.0
SRR1083604.all	222767.0
SRR1083632.all	331025.0
SRR1083657.all	56113.0
SRR1083678.all	246554.0
SRR1083700.all	175092.0
SRR1083732.all	259568.0
SRR1083752.all	239276.0
SRR1083776.all	251540.0
SRR1083800.all	253249.0
SRR1083824.all	296109.0
SRR1083848.all	168440.0
SRR1083868.all	247097.0
SRR1083892.all	168484.0
SRR1083918.all	218031.0
SRR1083939.all	171134.0
SRR1083959.all	218980.0
SRR1083983.all	146294.0
SRR1084007.all	350825.0
SRR1084032.all	240653.0
SRR1084055.all	238627.0
SRR1084079.all	259421.0
SRR1084103.all	341033.0
SRR1084128.all	159688.0
SRR1084154.all	203937.0
SRR1084180.all	212984.0
SRR1084204.all	314077.0
SRR1084228.all	176169.0
SRR1084252.all	257285.0
SRR1084276.all	242689.0
SRR1084299.all	215419.0
SRR1084323.all	144942.0
SRR1084347.all	280009.0
SRR1084369.all	170512.0
SRR1084393.all	167465.0
SRR1084417.all	151760.0
SRR1084439.all	322639.0
SRR1084460.all	206943.0
SRR1084484.all	127718.0
SRR1084505.all	215762.0
SRR1084529.all	227713.0
SRR1084553.all	185290.0
SRR1084577.all	107500.0
SRR1084602.all	268227.0
SRR1084626.all	205157.0
SRR1084649.all	241948.0
SRR1084674.all	254392.0
SRR1084698.all	227865.0
SRR1084720.all	98612.0
SRR1084742.all	241474.0
SRR1084766.all	213376.0
SRR1084790.all	316408.0
SRR1084816.all	160110.0
SRR1084842.all	364601.0
SRR1084867.all	350400.0
SRR1084892.all	183419.0
SRR1084941.all	180310.0
SRR1084965.all	87919.0
SRR1084991.all	248778.0
SRR1085015.all	231281.0
SRR1085039.all	234687.0
SRR1085063.all	204680.0
SRR1085087.all	261292.0
SRR1085110.all	178715.0
SRR1085134.all	316587.0
SRR1085159.all	193758.0
SRR1085187.all	74350.0
SRR1085211.all	226486.0
SRR1085235.all	256611.0
SRR1085259.all	195247.0
SRR1085285.all	255832.0
SRR1085310.all	150695.0
SRR1085334.all	251301.0
SRR1085358.all	220856.0
SRR1085378.all	247751.0
SRR1085402.all	203111.0
SRR1085426.all	298443.0
SRR1085450.all	304825.0
SRR1085475.all	259872.0
SRR1085495.all	227706.0
SRR1085519.all	208655.0
SRR1085541.all	209265.0
SRR1085565.all	241768.0
SRR1085590.all	233609.0
SRR1085614.all	205787.0
SRR1085638.all	288302.0
SRR1085662.all	238826.0
SRR1085687.all	340710.0
SRR1085712.all	177401.0
SRR1085736.all	227774.0
SRR1085759.all	185886.0
SRR1085782.all	185140.0
SRR1085803.all	288908.0
SRR1085825.all	298662.0
SRR1085850.all	193077.0
SRR1085874.all	223140.0
SRR1085900.all	284154.0
SRR1085925.all	131160.0
SRR1085951.all	219045.0
SRR1085975.all	190588.0
SRR1085996.all	238262.0
SRR1086020.all	190856.0
SRR1086046.all	187811.0
SRR1086070.all	149432.0
SRR1086094.all	194082.0
SRR1086116.all	198282.0
SRR1086140.all	189003.0
SRR1086164.all	220813.0
SRR1086188.all	173667.0
SRR1086212.all	276633.0
SRR1086236.all	227221.0
SRR1086256.all	167162.0
SRR1086280.all	276308.0
SRR1086304.all	113447.0
SRR1086328.all	232317.0
SRR1086349.all	227568.0
SRR1086369.all	243925.0
SRR1086393.all	203882.0
SRR1086417.all	223638.0
SRR1086441.all	318991.0
SRR1086466.all	159305.0
SRR1086490.all	249060.0
SRR1086514.all	303414.0
SRR1086538.all	174458.0
SRR1086561.all	198241.0
SRR1086585.all	201821.0
SRR1086611.all	280154.0
SRR1086635.all	262691.0
SRR1086656.all	248671.0
SRR1086680.all	222281.0
SRR1086702.all	184539.0
SRR1086728.all	234573.0
SRR1086752.all	227208.0
SRR1086772.all	277421.0
SRR1086796.all	179305.0
SRR1086820.all	219534.0
SRR1086844.all	197185.0
SRR1086869.all	234061.0
SRR1086889.all	139864.0
SRR1086915.all	249274.0
SRR1086935.all	280418.0
SRR1086959.all	236959.0
SRR1086983.all	212986.0
SRR1087007.all	153023.0
SRR1087031.all	190445.0
SRR1087055.all	244014.0
SRR1087079.all	222648.0
SRR1087101.all	159814.0
SRR1087127.all	353073.0
SRR1087152.all	180265.0
SRR1087173.all	274579.0
SRR1087197.all	161368.0
SRR1087221.all	265739.0
SRR1087271.all	178531.0
SRR1087297.all	191704.0
SRR1087321.all	145069.0
SRR1087345.all	234166.0
SRR1087369.all	146407.0
SRR1087393.all	271617.0
SRR1087415.all	219950.0
SRR1087439.all	209297.0
SRR1087463.all	263781.0
SRR1087487.all	77565.0
SRR1087511.all	239122.0
SRR1087535.all	227152.0
SRR1087559.all	202476.0
SRR1087585.all	284196.0
SRR1087606.all	198418.0
SRR1087630.all	191639.0
SRR1087654.all	26693.0
SRR1087680.all	291149.0
SRR1087704.all	223236.0
SRR1087728.all	185858.0
SRR1087752.all	210603.0
SRR1087776.all	267710.0
SRR1087801.all	273777.0
SRR1087825.all	177600.0
SRR1087850.all	265099.0
SRR1087875.all	219686.0
SRR1087942.all	167705.0
SRR1087968.all	223580.0
SRR1087992.all	159506.0
SRR1088016.all	253766.0
SRR1088044.all	273332.0
SRR1088068.all	233883.0
SRR1088093.all	208639.0
SRR1088117.all	211187.0
SRR1088142.all	126851.0
SRR1088168.all	77403.0
SRR1088192.all	298472.0
SRR1088217.all	244263.0
SRR1088241.all	256558.0
SRR1088267.all	191084.0
SRR1088291.all	126242.0
SRR1088316.all	196772.0
SRR1088340.all	255479.0
SRR1088365.all	171826.0
SRR1088389.all	209689.0
SRR1088413.all	136598.0
SRR1088437.all	167289.0
SRR1088461.all	191537.0
SRR1088487.all	231874.0
SRR1088511.all	182309.0
SRR1088537.all	124712.0
SRR1088557.all	219111.0
SRR1088581.all	223205.0
SRR1088606.all	299879.0
SRR1088631.all	272875.0
SRR1088656.all	260503.0
SRR1088680.all	179550.0
SRR1088706.all	268108.0
SRR1088734.all	200052.0
SRR1088758.all	201302.0
SRR1088782.all	170282.0
SRR1088808.all	299705.0
SRR1088832.all	314959.0
SRR1088856.all	214584.0
SRR1088878.all	128749.0
SRR1088904.all	293084.0
SRR1088934.all	266696.0
SRR1088958.all	223353.0
SRR1088982.all	209853.0
SRR1089006.all	219841.0
SRR1089030.all	182691.0
SRR1089054.all	215808.0
SRR1089078.all	229890.0
SRR1089106.all	250903.0
SRR1089134.all	263636.0
SRR1089158.all	394455.0
SRR1089183.all	230316.0
SRR1089207.all	220004.0
SRR1089230.all	219537.0
SRR1089349.all	190788.0
SRR1089375.all	176108.0
SRR1089399.all	75814.0
SRR1089424.all	173096.0
SRR1089446.all	157460.0
SRR1089479.all	197604.0
SRR1089504.all	294826.0
SRR1089537.all	119193.0
SRR1089562.all	272310.0
SRR1089595.all	238771.0
SRR1089619.all	277903.0
SRR1089643.all	270794.0
SRR1089664.all	176651.0
SRR1089688.all	133912.0
SRR1089713.all	181618.0
SRR1089737.all	169886.0
SRR1089761.all	196799.0
SRR1089785.all	237932.0
SRR1089809.all	278700.0
SRR1089833.all	247616.0
SRR1089853.all	228105.0
SRR1089877.all	211312.0
SRR1089901.all	226412.0
SRR1089926.all	286030.0
SRR1089950.all	274035.0
SRR1089974.all	211910.0
SRR1089998.all	239462.0
SRR1090022.all	261336.0
SRR1090046.all	245326.0
SRR1090070.all	276997.0
SRR1090095.all	135925.0
SRR1090119.all	183885.0
SRR1090145.all	214331.0
SRR1090167.all	336609.0
SRR1090193.all	229459.0
SRR1090217.all	206676.0
SRR1090241.all	239155.0
SRR1090265.all	170091.0
SRR1090290.all	216391.0
SRR1090310.all	208840.0
SRR1090334.all	279509.0
SRR1090359.all	227285.0
SRR1090383.all	223202.0
SRR1090407.all	253664.0
SRR1090431.all	175823.0
SRR1090457.all	234525.0
SRR1090483.all	207950.0
SRR1090508.all	58724.0
SRR1090530.all	189881.0
SRR1090556.all	132821.0
SRR1090580.all	235367.0
SRR1090604.all	292880.0
SRR1090626.all	232229.0
SRR1090650.all	278770.0
SRR1090674.all	205130.0
SRR1090698.all	276570.0
SRR1090722.all	276428.0
SRR1090746.all	249177.0
SRR1090770.all	205607.0
SRR1090791.all	333965.0
SRR1090815.all	264061.0
SRR1090837.all	211668.0
SRR1090861.all	229935.0
SRR1090881.all	181714.0
SRR1090907.all	120621.0
SRR1090928.all	228430.0
SRR1090952.all	268806.0
SRR1090984.all	218056.0
SRR1091008.all	337268.0
SRR1091032.all	123044.0
SRR1091054.all	217370.0
SRR1091097.all	284829.0
SRR1091119.all	335366.0
SRR1091144.all	96133.0
SRR1091164.all	252805.0
SRR1091184.all	273731.0
SRR1091206.all	206070.0
SRR1091230.all	214587.0
SRR1091254.all	177248.0
SRR1091278.all	245824.0
SRR1091302.all	185489.0
SRR1091328.all	189391.0
SRR1091356.all	219775.0
SRR1091380.all	177717.0
SRR1091404.all	230781.0
SRR1091428.all	152181.0
SRR1091452.all	108576.0
SRR1091476.all	231303.0
SRR1091500.all	239797.0
SRR1091524.all	196699.0
SRR1091548.all	177005.0
SRR1091572.all	302203.0
SRR1091597.all	243365.0
SRR1091622.all	233744.0
SRR1091645.all	292300.0
SRR1091670.all	389102.0
SRR1091695.all	283159.0
SRR1091719.all	338088.0
SRR1091743.all	213374.0
SRR1091767.all	249302.0
SRR1091791.all	200690.0
SRR1091817.all	46590.0
SRR1091841.all	249461.0
SRR1091865.all	176498.0
SRR1091890.all	240197.0
SRR1091918.all	215513.0
SRR1091942.all	208032.0
SRR1091966.all	258991.0
SRR1091990.all	183633.0
SRR1092014.all	297553.0
SRR1092038.all	284479.0
SRR1092062.all	308896.0
SRR1092087.all	336489.0
SRR1092112.all	247392.0
SRR1092160.all	204925.0
SRR1092184.all	167737.0
SRR1092208.all	229065.0
SRR1092232.all	330569.0
SRR1092257.all	200422.0
SRR1092281.all	147582.0
SRR1092305.all	214564.0
SRR1092329.all	256481.0
SRR1092349.all	101770.0
SRR1092372.all	292834.0
SRR1092397.all	269521.0
SRR1092422.all	55828.0
SRR1092444.all	258275.0
SRR1092468.all	308875.0
SRR1092493.all	184440.0
SRR1092517.all	244093.0
SRR1092541.all	83613.0
SRR1092567.all	288968.0
SRR1092591.all	245367.0
SRR1092612.all	263027.0
SRR1092636.all	206944.0
SRR1092662.all	209971.0
SRR1092686.all	246211.0
SRR1092706.all	219355.0
SRR1092727.all	242850.0
SRR1092749.all	243237.0
SRR1092773.all	197221.0
SRR1092797.all	182560.0
SRR1092818.all	198180.0
SRR1092842.all	282038.0
SRR1092865.all	219731.0
SRR1092889.all	164862.0
SRR1092913.all	256510.0
SRR1092937.all	124357.0
SRR1092961.all	256678.0
